Vehicle Spy 3 Bus Traffic File
Save Date,5/19/2015
Save Time,1:51:21 pm
Start Date,5/19/2015
Start Time,1:41:25 pm
System Time,90634458
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,500000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
13494,425.4085619449616,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13496,425.4688789844513,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13498,425.528156042099,0.05927705764770508,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13500,425.5886810719967,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13502,425.6481661498546,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13504,425.7084832191468,0.06031706929206848,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13506,425.7553848326206,0.04690161347389221,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13507,425.8283893167972,0.07300448417663574,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13509,425.8877704143524,0.05938109755516052,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13511,425.9480874240398,0.06031700968742371,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13513,426.0073647499084,0.05927732586860657,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13515,426.0678895413876,0.06052479147911072,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13517,426.1273746192456,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13519,426.1876918673516,0.06031724810600281,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13521,426.2408330440521,0.05314117670059204,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13522,426.307493776083,0.06666073203086853,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13524,426.3669788837433,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13526,426.4272958934307,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13528,426.4868849813938,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,5F,6E,98 A4 00 00 A8 09,,,
13530,426.5470980107784,0.06021302938461304,128711647297536,F,F,J1708 $01,J1708,,01,D6,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13532,426.6065831184387,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13534,426.6669009029866,0.06031778454780579,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13536,426.7261772453785,0.05927634239196777,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13538,426.7867022454738,0.06052500009536743,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13540,426.8461873233318,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13542,426.9065043628216,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13544,426.9534060060978,0.0469016432762146,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13545,427.0263064801693,0.07290047407150269,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13547,427.0857915580272,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13549,427.146108597517,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13551,427.205385684967,0.05927708745002747,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13553,427.2659107148648,0.06052502989768982,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13555,427.3253971934318,0.05948647856712341,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13557,427.3858168423176,0.06041964888572693,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13559,427.4389582276344,0.05314138531684875,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13560,427.5055149495602,0.06655672192573547,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13562,427.5650000274182,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13564,427.6253170669079,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13566,427.6849061250686,0.05958905816078186,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,60,6E,98 A4 00 00 A8 09,,,
13568,427.7451191842556,0.06021305918693542,128711647297536,F,F,J1708 $01,J1708,,01,D5,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13570,427.8046042621136,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13572,427.864921271801,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13574,427.9241983890534,0.05927711725234985,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13576,427.984723418951,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13578,428.044208496809,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13580,428.1045257151127,0.06031721830368042,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13582,428.1514271497726,0.04690143465995789,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13583,428.2243287265301,0.07290157675743103,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13585,428.2838127017021,0.05948397517204285,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13587,428.3441297411918,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13589,428.4034069180488,0.05927717685699463,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13591,428.4639318883419,0.06052497029304504,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13593,428.5234169661998,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13595,428.5837339758873,0.06031700968742371,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13597,428.6368760168552,0.05314204096794128,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13598,428.703536093235,0.066660076379776,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13600,428.763021171093,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13602,428.8233382105828,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13604,428.8829272687435,0.05958905816078186,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,60,6E,98 A4 00 00 A8 09,,,
13606,428.9431403279304,0.06021305918693542,128711647297536,F,F,J1708 $01,J1708,,01,D5,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13608,429.0026254057884,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13610,429.0629424452782,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13612,429.122220814228,0.05927836894989014,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13614,429.1827445626259,0.06052374839782715,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13616,429.2422296702862,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13618,429.3025466799736,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13620,429.3494482934475,0.04690161347389221,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13621,429.422348767519,0.07290047407150269,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13623,429.4818338751793,0.05948510766029358,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13625,429.54215118289,0.06031730771064758,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13627,429.601428002119,0.05927681922912598,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13629,429.6619530022144,0.06052500009536743,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13631,429.7214381098748,0.05948510766029358,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13633,429.7817551195622,0.06031700968742371,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13635,429.835104495287,0.05334937572479248,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13636,429.9015575349331,0.06645303964614868,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13638,429.9610423445702,0.0594848096370697,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13640,430.0213593542576,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13642,430.0809484422207,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,60,6E,98 A4 00 00 A8 08,,,
13644,430.1411614716053,0.06021302938461304,128711647297536,F,F,J1708 $01,J1708,,01,D6,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13646,430.2006465494632,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13648,430.2609636187554,0.06031706929206848,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13650,430.320240676403,0.05927705764770508,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13652,430.3807657063008,0.06052502989768982,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13654,430.4402507841587,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13656,430.5005678236484,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13658,430.5474694371224,0.04690161347389221,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13659,430.6203699409962,0.07290050387382507,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13661,430.6798550188542,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13663,430.7401720583439,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13665,430.7994491457939,0.05927708745002747,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13667,430.8599741756916,0.06052502989768982,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13669,430.9194592535496,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13671,430.9797762930393,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13673,431.0329177677632,0.05314147472381592,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13674,431.099578410387,0.06666064262390137,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13676,431.159063488245,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13678,431.2193804979324,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13680,431.2789695858956,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BB,69,60,6E,98 A4 00 00 A8 08,,,
13682,431.3391826450824,0.06021305918693542,128711647297536,F,F,J1708 $01,J1708,,01,D7,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13684,431.3986676931381,0.0594850480556488,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13686,431.4589847326278,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13688,431.5205497145653,0.06156498193740845,243060856586240,F,F,J1708 $00,J1708,,00,9F,80,56,00,6C,E7,B9,00,05,BB 00 00 F5 04 B9 AF 20,,,
13690,431.5787868499756,0.05823713541030884,128711647297536,F,F,J1708 $00,J1708,,00,DD,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13692,431.6382719278336,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13694,431.6985889673233,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13696,431.7454905807972,0.04690161347389221,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13697,431.818391084671,0.07290050387382507,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13699,431.877876162529,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13701,431.9381932020188,0.06031703948974609,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13703,431.9974703192711,0.05927711725234985,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13705,432.0579953193664,0.06052500009536743,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13707,432.1174803674221,0.0594850480556488,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13709,432.1777998805046,0.06031951308250427,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13711,432.230938822031,0.05313894152641296,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13712,432.2975995242596,0.06666070222854614,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13714,432.3570846319198,0.05948510766029358,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13716,432.4174016416073,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13718,432.4769907295704,0.05958908796310425,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BC,69,60,6E,98 A4 00 00 A8 09,,,
13720,432.5372043848038,0.06021365523338318,128711647297536,F,F,J1708 $01,J1708,,01,D5,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13722,432.5966888666153,0.05948448181152344,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13724,432.6570058763027,0.06031700968742371,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13726,432.716282993555,0.05927711725234985,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13728,432.7768079936504,0.06052500009536743,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13730,432.8363970518112,0.05958905816078186,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13732,432.8966101109982,0.06021305918693542,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13734,432.943511724472,0.04690161347389221,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13735,433.0164122283458,0.07290050387382507,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13737,433.0758973062038,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13739,433.1362144947052,0.06031718850135803,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13741,433.1954914331436,0.05927693843841553,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13743,433.2560164630413,0.06052502989768982,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13745,433.3155015408993,0.05948507785797119,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13747,433.3758185505867,0.06031700968742371,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13749,433.4289599657058,0.05314141511917114,4643306390945792,F,F,J1708 $00,J1708,,00,9F,80,46,00,47,00,53,00,59,,,,
13750,433.495620906353,0.06666094064712524,128711647297536,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13752,433.5551057457924,0.05948483943939209,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13754,433.6154228150844,0.06031706929206848,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13756,433.6750118434429,0.05958902835845947,278245228675072,F,F,J1708 $00,J1708,,00,9F,80,64,00,66,BB,69,60,6E,98 A4 00 00 A8 08,,,
13758,433.7352249026298,0.06021305918693542,128711647297536,F,F,J1708 $01,J1708,,01,D7,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13760,433.7947099804878,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13762,433.8550270199776,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13764,433.9143041372299,0.05927711725234985,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13766,433.9748291373253,0.06052500009536743,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13768,434.0343142151832,0.05948507785797119,104522391486464,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13770,434.094631254673,0.06031703948974609,128711647297536,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13772,434.1415328979492,0.0469016432762146,4504767925846016,F,F,J1708 $00,J1708,,00,9F,80,C2,,,,,,,,,,
13773,434.2144333422184,0.0729004442691803,139706763575296,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13775,434.2739184498787,0.05948510766029358,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13777,434.3342354595661,0.06031700968742371,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
13779,434.3935125768184,0.05927711725234985,139706763575296,F,F,J1708 $00,J1708,,00,9F,80,02,01,28,FF,55,00,79,00 B7 00 00 B8 00,,,
13781,434.4540375769138,0.06052500009536743,139706763575296,F,F,J1708 $00,J1708,,00,19,80,54,00,56,00,5B,07,5C,00 BB 00 00 BE 00,,,
